"de_recipientcode","recipient_name","flow_name","year","usd_disbursement","usd_disbursement_defl"
"KEN","Kenya","ODA Loans",2018,1325.370917,1402.278293
"KEN","Kenya","ODA Loans",2019,2013.129304,2165.232748
"KEN","Kenya","ODA Loans",2020,2992.797537,3178.762943
"KEN","Kenya","ODA Loans",2021,2094.34694,2088.2942900000003
"KEN","Kenya","ODA Loans",2022,1560.169318,1625.241497
"KEN","Kenya","ODA Loans",2023,1447.897123,1447.897123
"KEN","Kenya","Other Official Flows (non Export Credit)",1992,23.336,45.503058
"KEN","Kenya","Other Official Flows (non Export Credit)",1993,17.02,32.419004
"KEN","Kenya","Other Official Flows (non Export Credit)",1994,13.733,25.611205000000002
"KEN","Kenya","Other Official Flows (non Export Credit)",1996,0,0
"KEN","Kenya","Other Official Flows (non Export Credit)",1998,0,0
"KEN","Kenya","Other Official Flows (non Export Credit)",2000,0,0
"KEN","Kenya","Other Official Flows (non Export Credit)",2001,6.131112,11.777598
"KEN","Kenya","Other Official Flows (non Export Credit)",2002,0,0
"KEN","Kenya","Other Official Flows (non Export Credit)",2003,1.07,1.405172
"KEN","Kenya","Other Official Flows (non Export Credit)",2004,17.778814,23.171837
"KEN","Kenya","Other Official Flows (non Export Credit)",2005,16.59974,19.86862
"KEN","Kenya","Other Official Flows (non Export Credit)",2006,30.021248,35.382405
"KEN","Kenya","Other Official Flows (non Export Credit)",2007,16.317149,17.028465999999998
"KEN","Kenya","Other Official Flows (non Export Credit)",2008,39.923942,37.940889
"KEN","Kenya","Other Official Flows (non Export Credit)",2009,71.79655199999999,71.537183
"KEN","Kenya","Other Official Flows (non Export Credit)",2010,36.111183999999994,39.148383
"KEN","Kenya","Other Official Flows (non Export Credit)",2011,16.858686,15.901358
"KEN","Kenya","Other Official Flows (non Export Credit)",2012,122.004918,124.544011
"KEN","Kenya","Other Official Flows (non Export Credit)",2013,100.263957,101.012518
"KEN","Kenya","Other Official Flows (non Export Credit)",2014,178.793246,172.509729
"KEN","Kenya","Other Official Flows (non Export Credit)",2015,379.58653499999997,430.339017
"KEN","Kenya","Other Official Flows (non Export Credit)",2016,439.939035,510.561415
"KEN","Kenya","Other Official Flows (non Export Credit)",2017,154.369235,175.854768
"KEN","Kenya","Other Official Flows (non Export Credit)",2018,263.85312799999997,288.225653
"KEN","Kenya","Other Official Flows (non Export Credit)",2019,457.11206300000003,512.495243
"KEN","Kenya","Other Official Flows (non Export Credit)",2020,1042.7559430000001,1128.940453
"KEN","Kenya","Other Official Flows (non Export Credit)",2021,503.248273,511.07599
"KEN","Kenya","Other Official Flows (non Export Credit)",2022,714.180239,748.61816
"KEN","Kenya","Other Official Flows (non Export Credit)",2023,833.250051,833.250051
"KEN","Kenya","Private Development Finance",2009,53.423455000000004,73.764482
"KEN","Kenya","Private Development Finance",2010,30.748103,41.945712
"KEN","Kenya","Private Development Finance",2011,65.761072,87.896052
"KEN","Kenya","Private Development Finance",2012,51.969227,68.192054
"KEN","Kenya","Private Development Finance",2013,71.138822,91.658612
"KEN","Kenya","Private Development Finance",2014,58.599239,71.219834
"KEN","Kenya","Private Development Finance",2015,66.90479,81.906794
"KEN","Kenya","Private Development Finance",2016,54.767211,67.962476
"KEN","Kenya","Private Development Finance",2017,123.494504,148.273296
"KEN","Kenya","Private Development Finance",2018,167.746911,194.89430099999998
"KEN","Kenya","Private Development Finance",2019,207.534884,241.37784200000002
"KEN","Kenya","Private Development Finance",2020,317.644641,360.909589
"KEN","Kenya","Private Development Finance",2021,253.397729,269.936295
"KEN","Kenya","Private Development Finance",2022,320.53195900000003,329.451784
"KEN","Kenya","Private Development Finance",2023,498.990004,498.990004
"KEN","Kenya","Private Sector Instruments (PSI)",2023,122.20645499999999,122.20645499999999
"KGZ","Kyrgyzstan","Equity Investment",2000,0,0
"KGZ","Kyrgyzstan","Equity Investment",2003,0.587361,0.972912
"KGZ","Kyrgyzstan","Equity Investment",2004,0.432928,0.660536
"KGZ","Kyrgyzstan","Equity Investment",2005,0.453487,0.687365
"KGZ","Kyrgyzstan","Equity Investment",2008,1.967058,1.942247
"KGZ","Kyrgyzstan","Equity Investment",2012,0,0
"KGZ","Kyrgyzstan","Equity Investment",2013,0,0
"KGZ","Kyrgyzstan","Equity Investment",2014,9.287514999999999,9.681249999999999
"KGZ","Kyrgyzstan","Equity Investment",2015,0,0
"KGZ","Kyrgyzstan","Equity Investment",2016,0,0
"KGZ","Kyrgyzstan","Equity Investment",2017,0,0
"KGZ","Kyrgyzstan","Equity Investment",2019,0,0
"KGZ","Kyrgyzstan","Equity Investment",2021,0,0
"KGZ","Kyrgyzstan","ODA Grants",1992,0,0
"KGZ","Kyrgyzstan","ODA Grants",1993,0,0
"KGZ","Kyrgyzstan","ODA Grants",1994,0.815183,1.159333
"KGZ","Kyrgyzstan","ODA Grants",1995,0.49594599999999994,0.6155039999999999
"KGZ","Kyrgyzstan","ODA Grants",1996,14.933554,11.41934
"KGZ","Kyrgyzstan","ODA Grants",1997,13.970612,13.10141
"KGZ","Kyrgyzstan","ODA Grants",1998,5.7665630000000005,8.96022
"KGZ","Kyrgyzstan","ODA Grants",1999,12.956386,13.672701
"KGZ","Kyrgyzstan","ODA Grants",2000,14.612704,14.428115
"KGZ","Kyrgyzstan","ODA Grants",2001,22.482044,30.808233
"KGZ","Kyrgyzstan","ODA Grants",2002,82.341434,137.845628
"KGZ","Kyrgyzstan","ODA Grants",2003,93.681291,130.678523
"KGZ","Kyrgyzstan","ODA Grants",2004,98.098592,130.915119
"KGZ","Kyrgyzstan","ODA Grants",2005,149.403597,188.216227
"KGZ","Kyrgyzstan","ODA Grants",2006,139.408779,178.975742
"KGZ","Kyrgyzstan","ODA Grants",2007,173.43875,199.635283
"KGZ","Kyrgyzstan","ODA Grants",2008,213.369809,240.307007
"KGZ","Kyrgyzstan","ODA Grants",2009,201.126933,226.635903
"KGZ","Kyrgyzstan","ODA Grants",2010,276.647759,306.179187
"KGZ","Kyrgyzstan","ODA Grants",2011,373.096189,388.739886
"KGZ","Kyrgyzstan","ODA Grants",2012,288.889895,311.269632
"KGZ","Kyrgyzstan","ODA Grants",2013,277.105326,298.245028
"KGZ","Kyrgyzstan","ODA Grants",2014,287.963098,303.615613
"KGZ","Kyrgyzstan","ODA Grants",2015,710.335833,785.1404620000001
"KGZ","Kyrgyzstan","ODA Grants",2016,519.909459,599.043233
"KGZ","Kyrgyzstan","ODA Grants",2017,455.239649,490.198082
"KGZ","Kyrgyzstan","ODA Grants",2018,456.769948,496.640809
"KGZ","Kyrgyzstan","ODA Grants",2019,444.969652,481.575439
"KGZ","Kyrgyzstan","ODA Grants",2020,359.642758,389.474524
"KGZ","Kyrgyzstan","ODA Grants",2021,370.913409,383.217379
"KGZ","Kyrgyzstan","ODA Grants",2022,392.039689,413.593611
"KGZ","Kyrgyzstan","ODA Grants",2023,340.401727,340.401727
"KGZ","Kyrgyzstan","ODA Loans",1993,0,0
"KGZ","Kyrgyzstan","ODA Loans",1994,40.13633,27.352075
"KGZ","Kyrgyzstan","ODA Loans",1995,40.996229,32.024753
"KGZ","Kyrgyzstan","ODA Loans",1996,32.22081,26.643159999999998
"KGZ","Kyrgyzstan","ODA Loans",1997,4.907667,6.050981
"KGZ","Kyrgyzstan","ODA Loans",1998,21.144619,20.714494
"KGZ","Kyrgyzstan","ODA Loans",1999,47.023844000000004,36.995922
"KGZ","Kyrgyzstan","ODA Loans",2000,105.32230200000001,132.464346
"KGZ","Kyrgyzstan","ODA Loans",2001,54.529426,78.560259
"KGZ","Kyrgyzstan","ODA Loans",2002,54.500306,81.577883
"KGZ","Kyrgyzstan","ODA Loans",2003,82.069585,104.990602
"KGZ","Kyrgyzstan","ODA Loans",2004,70.25085299999999,82.847905
"KGZ","Kyrgyzstan","ODA Loans",2005,95.240251,118.094858
"KGZ","Kyrgyzstan","ODA Loans",2006,51.591885999999995,58.707803
"KGZ","Kyrgyzstan","ODA Loans",2007,34.766833,38.758201
"KGZ","Kyrgyzstan","ODA Loans",2008,65.706718,69.227902
"KGZ","Kyrgyzstan","ODA Loans",2009,37.896524,40.785546000000004
"KGZ","Kyrgyzstan","ODA Loans",2010,63.672421,69.581496
"KGZ","Kyrgyzstan","ODA Loans",2011,102.643475,105.838924
"KGZ","Kyrgyzstan","ODA Loans",2012,95.373499,100.876931
"KGZ","Kyrgyzstan","ODA Loans",2013,112.518758,117.394581
"KGZ","Kyrgyzstan","ODA Loans",2014,107.185076,111.596631
"KGZ","Kyrgyzstan","ODA Loans",2015,126.727302,144.799282
"KGZ","Kyrgyzstan","ODA Loans",2016,96.34958,112.159967
"KGZ","Kyrgyzstan","ODA Loans",2017,94.558299,107.834979
"KGZ","Kyrgyzstan","ODA Loans",2018,80.87866,88.166228
"KGZ","Kyrgyzstan","ODA Loans",2019,79.53054,88.366839
"KGZ","Kyrgyzstan","ODA Loans",2020,213.42146,230.242927
"KGZ","Kyrgyzstan","ODA Loans",2021,177.269294,180.18807
"KGZ","Kyrgyzstan","ODA Loans",2022,503.199967,527.353337
"KGZ","Kyrgyzstan","ODA Loans",2023,198.641922,198.641922
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",1996,0,0
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2009,21.009704,23.176402
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2010,21.630301000000003,23.615256
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2011,62.255736999999996,64.138589
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2012,89.89173500000001,94.829558
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2013,118.13282399999999,122.96758899999999
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2014,32.634723,33.96824
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2015,25.77135,29.68848
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2016,99.25952699999999,115.514643
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2017,23.84976,27.183179
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2018,36.645814,40.086845
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2019,42.390133,47.147131
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2020,15.745179,16.994585
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2021,67.376959,68.54552
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2022,107.475353,112.641574
"KGZ","Kyrgyzstan","Other Official Flows (non Export Credit)",2023,69.698193,69.698193
"KGZ","Kyrgyzstan","Private Development Finance",2010,0.7,0.954921
"KGZ","Kyrgyzstan","Private Development Finance",2013,0.013634,0.017591
"KGZ","Kyrgyzstan","Private Development Finance",2014,0.008989,0.011399
"KGZ","Kyrgyzstan","Private Development Finance",2015,0.01386,0.017415
"KGZ","Kyrgyzstan","Private Development Finance",2016,0.014452,0.017987
"KGZ","Kyrgyzstan","Private Development Finance",2017,0.9441,1.020038
"KGZ","Kyrgyzstan","Private Development Finance",2018,0.017527,0.018359
"KGZ","Kyrgyzstan","Private Development Finance",2019,0.249685,0.286785
"KGZ","Kyrgyzstan","Private Development Finance",2020,0.10682,0.109419
"KGZ","Kyrgyzstan","Private Development Finance",2021,2.14,2.30676
"KGZ","Kyrgyzstan","Private Development Finance",2022,0.646949,0.677423
"KGZ","Kyrgyzstan","Private Development Finance",2023,0.16889200000000001,0.16889200000000001
"KGZ","Kyrgyzstan","Private Sector Instruments (PSI)",2023,0,0
"KHM","Cambodia","Equity Investment",2007,0.926319,0.915479
"KHM","Cambodia","Equity Investment",2008,8.328972,7.455624
"KHM","Cambodia","Equity Investment",2009,-1.369259,-1.371241
"KHM","Cambodia","Equity Investment",2010,0.06809399999999997,0.06246499999999991
"KHM","Cambodia","Equity Investment",2011,5.171176,4.599257000000001
"KHM","Cambodia","Equity Investment",2012,0.226336,0.237551
"KHM","Cambodia","Equity Investment",2013,21.263936,16.777063
"KHM","Cambodia","Equity Investment",2014,20.428172,21.294204
"KHM","Cambodia","Equity Investment",2015,0,0
"KHM","Cambodia","Equity Investment",2016,0,0
"KHM","Cambodia","Equity Investment",2017,16.29826,14.105641
"KHM","Cambodia","Equity Investment",2018,9.322574,10.26458
"KHM","Cambodia","Equity Investment",2019,2.594906,2.95286
"KHM","Cambodia","Equity Investment",2020,0.928385,1.019817
"KHM","Cambodia","Equity Investment",2021,0.738355,0.760303
"KHM","Cambodia","Equity Investment",2022,0.693621,0.757004
"KHM","Cambodia","ODA Grants",1992,19.621181999999997,21.342607
"KHM","Cambodia","ODA Grants",1993,60.88051,51.283433
"KHM","Cambodia","ODA Grants",1994,30.088632,42.927400999999996
"KHM","Cambodia","ODA Grants",1995,40.63464,51.611413
"KHM","Cambodia","ODA Grants",1996,96.994073,91.421483
"KHM","Cambodia","ODA Grants",1997,86.916186,98.631955
"KHM","Cambodia","ODA Grants",1998,104.417796,127.21920200000001
"KHM","Cambodia","ODA Grants",1999,74.428643,97.680078
"KHM","Cambodia","ODA Grants",2000,143.001231,187.73917
"KHM","Cambodia","ODA Grants",2001,182.271688,257.107201
"KHM","Cambodia","ODA Grants",2002,209.630593,319.825742
"KHM","Cambodia","ODA Grants",2003,323.428147,400.445969
"KHM","Cambodia","ODA Grants",2004,295.680246,352.505386
"KHM","Cambodia","ODA Grants",2005,384.595036,454.430853
"KHM","Cambodia","ODA Grants",2006,511.35003,594.012993
"KHM","Cambodia","ODA Grants",2007,533.529229,583.611608
"KHM","Cambodia","ODA Grants",2008,537.760369,552.951605
"KHM","Cambodia","ODA Grants",2009,556.790433,584.218721
"KHM","Cambodia","ODA Grants",2010,640.196132,652.705923
"KHM","Cambodia","ODA Grants",2011,678.579921,649.202125
"KHM","Cambodia","ODA Grants",2012,675.359463,646.066836
"KHM","Cambodia","ODA Grants",2013,640.32127,627.869386
"KHM","Cambodia","ODA Grants",2014,623.455215,621.636007
"KHM","Cambodia","ODA Grants",2015,532.839521,599.306678
"KHM","Cambodia","ODA Grants",2016,570.719688,626.636583
"KHM","Cambodia","ODA Grants",2017,589.971586,631.198367
"KHM","Cambodia","ODA Grants",2018,584.150417,614.980762
"KHM","Cambodia","ODA Grants",2019,546.75462,584.280746
"KHM","Cambodia","ODA Grants",2020,601.013401,621.567737
"KHM","Cambodia","ODA Grants",2021,628.830016,621.074355
"KHM","Cambodia","ODA Grants",2022,630.188245,649.95641
"KHM","Cambodia","ODA Grants",2023,557.898768,557.898768
"KHM","Cambodia","ODA Loans",1992,0.168,0.327584
"KHM","Cambodia","ODA Loans",1993,0.17300000000000001,0.329523
"KHM","Cambodia","ODA Loans",1994,0,0
"KHM","Cambodia","ODA Loans",1995,0,0
"KHM","Cambodia","ODA Loans",1996,12.548817,11.89926
"KHM","Cambodia","ODA Loans",1997,0,0
"KHM","Cambodia","ODA Loans",1998,0,0
"KHM","Cambodia","ODA Loans",1999,0,0
"KHM","Cambodia","ODA Loans",2000,49.120104999999995,72.565595
"KHM","Cambodia","ODA Loans",2001,61.044743000000004,97.103827
"KHM","Cambodia","ODA Loans",2002,97.839998,142.823131
"KHM","Cambodia","ODA Loans",2003,82.631214,108.787308
"KHM","Cambodia","ODA Loans",2004,55.870816,66.90743
"KHM","Cambodia","ODA Loans",2005,37.550303,44.237062
"KHM","Cambodia","ODA Loans",2006,35.937017,38.132433
"KHM","Cambodia","ODA Loans",2007,62.278256999999996,61.205346
"KHM","Cambodia","ODA Loans",2008,51.422026,53.432903
"KHM","Cambodia","ODA Loans",2009,74.635107,72.288395
"KHM","Cambodia","ODA Loans",2010,130.015369,133.215115
"KHM","Cambodia","ODA Loans",2011,180.552743,175.576243
"KHM","Cambodia","ODA Loans",2012,177.578843,165.928408
"KHM","Cambodia","ODA Loans",2013,203.630677,203.526386
"KHM","Cambodia","ODA Loans",2014,216.677707,213.236471
"KHM","Cambodia","ODA Loans",2015,225.722385,247.482307
"KHM","Cambodia","ODA Loans",2016,236.638091,260.334388
"KHM","Cambodia","ODA Loans",2017,346.301233,369.994961
"KHM","Cambodia","ODA Loans",2018,304.64833600000003,305.202751
"KHM","Cambodia","ODA Loans",2019,537.298258,562.891046
"KHM","Cambodia","ODA Loans",2020,890.01962,906.597614
"KHM","Cambodia","ODA Loans",2021,880.218502,808.77117
"KHM","Cambodia","ODA Loans",2022,1057.662045,1077.398742
"KHM","Cambodia","ODA Loans",2023,1162.769516,1162.769516
"KHM","Cambodia","Other Official Flows (non Export Credit)",1995,0.061,0.076431
"KHM","Cambodia","Other Official Flows (non Export Credit)",1996,0,0
"KHM","Cambodia","Other Official Flows (non Export Credit)",1998,0,0
"KHM","Cambodia","Other Official Flows (non Export Credit)",2003,0,0
"KHM","Cambodia","Other Official Flows (non Export Credit)",2004,8.494,9.980707
"KHM","Cambodia","Other Official Flows (non Export Credit)",2005,10,11.519675
"KHM","Cambodia","Other Official Flows (non Export Credit)",2006,3.427152,4.365947
"KHM","Cambodia","Other Official Flows (non Export Credit)",2007,5.465912,5.950643
"KHM","Cambodia","Other Official Flows (non Export Credit)",2008,21.139615,22.108229
"KHM","Cambodia","Other Official Flows (non Export Credit)",2009,8.074626,9.9617
"KHM","Cambodia","Other Official Flows (non Export Credit)",2010,6.9502250000000005,7.313079
"KHM","Cambodia","Other Official Flows (non Export Credit)",2011,21.204841000000002,21.174236
"KHM","Cambodia","Other Official Flows (non Export Credit)",2012,47.224571999999995,48.1697
"KHM","Cambodia","Other Official Flows (non Export Credit)",2013,71.107823,72.963024
"KHM","Cambodia","Other Official Flows (non Export Credit)",2014,112.569795,113.215152
"KHM","Cambodia","Other Official Flows (non Export Credit)",2015,73.475127,80.760403
"KHM","Cambodia","Other Official Flows (non Export Credit)",2016,93.19331,108.96858
"KHM","Cambodia","Other Official Flows (non Export Credit)",2017,166.124767,193.636516
"KHM","Cambodia","Other Official Flows (non Export Credit)",2018,108.562796,113.438281
"KHM","Cambodia","Other Official Flows (non Export Credit)",2019,205.601323,228.928664
"KHM","Cambodia","Other Official Flows (non Export Credit)",2020,86.468093,96.974086
"KHM","Cambodia","Other Official Flows (non Export Credit)",2021,129.368967,128.32574
"KHM","Cambodia","Other Official Flows (non Export Credit)",2022,161.341757,170.487484
"KHM","Cambodia","Other Official Flows (non Export Credit)",2023,66.995632,66.995632
"KHM","Cambodia","Private Development Finance",2009,8.331892,11.504269
"KHM","Cambodia","Private Development Finance",2010,7.195894,9.816438999999999
"KHM","Cambodia","Private Development Finance",2011,5.613212,7.502602
"KHM","Cambodia","Private Development Finance",2012,5.997255,7.869371
"KHM","Cambodia","Private Development Finance",2013,7.021179,8.901413
"KHM","Cambodia","Private Development Finance",2014,4.462429,5.576045
"KHM","Cambodia","Private Development Finance",2015,5.532986,6.913673
"KHM","Cambodia","Private Development Finance",2016,4.778946,5.8765909999999995
"KHM","Cambodia","Private Development Finance",2017,14.328456,16.351021
"KHM","Cambodia","Private Development Finance",2018,13.653048,15.149901
"KHM","Cambodia","Private Development Finance",2019,12.015515,13.559935
"KHM","Cambodia","Private Development Finance",2020,3.334197,3.751383
"KHM","Cambodia","Private Development Finance",2021,7.4832600000000005,8.075966
"KHM","Cambodia","Private Development Finance",2022,7.340003,7.62934
"KHM","Cambodia","Private Development Finance",2023,7.006659,7.006659
"KHM","Cambodia","Private Sector Instruments (PSI)",2023,5.360571,5.360571
"KIR","Kiribati","Equity Investment",2011,0,0
"KIR","Kiribati","Equity Investment",2012,0,0
"KIR","Kiribati","ODA Grants",1992,10.197315999999999,8.567616000000001
"KIR","Kiribati","ODA Grants",1993,3.444245,2.52872
"KIR","Kiribati","ODA Grants",1994,0,0
"KIR","Kiribati","ODA Grants",1995,2.037286,2.83528
"KIR","Kiribati","ODA Grants",1996,3.731467,3.308665
"KIR","Kiribati","ODA Grants",1997,6.382304,5.611815
"KIR","Kiribati","ODA Grants",1998,10.938451,13.324484
"KIR","Kiribati","ODA Grants",1999,14.473040000000001,16.209411
"KIR","Kiribati","ODA Grants",2000,10.924656,15.827456
"KIR","Kiribati","ODA Grants",2001,7.277592,15.602485
"KIR","Kiribati","ODA Grants",2002,18.054506,29.833443
"KIR","Kiribati","ODA Grants",2003,15.522447,23.641678
"KIR","Kiribati","ODA Grants",2004,13.603944,19.380518000000002
"KIR","Kiribati","ODA Grants",2005,25.584226,28.767255
"KIR","Kiribati","ODA Grants",2006,24.668193,28.469197
"KIR","Kiribati","ODA Grants",2007,26.63015,27.478185
"KIR","Kiribati","ODA Grants",2008,26.791116,27.689109000000002
"KIR","Kiribati","ODA Grants",2009,25.147068,27.911087000000002
"KIR","Kiribati","ODA Grants",2010,23.648139999999998,23.365842
"KIR","Kiribati","ODA Grants",2011,64.399297,57.697437
"KIR","Kiribati","ODA Grants",2012,66.215878,56.051559000000005
"KIR","Kiribati","ODA Grants",2013,62.976207,57.60393
"KIR","Kiribati","ODA Grants",2014,76.810675,74.510306
"KIR","Kiribati","ODA Grants",2015,62.671963,71.939352
"KIR","Kiribati","ODA Grants",2016,49.812143,56.438017
"KIR","Kiribati","ODA Grants",2017,75.292528,81.751713
"KIR","Kiribati","ODA Grants",2018,78.991556,80.2728
"KIR","Kiribati","ODA Grants",2019,57.349887,60.710961000000005
"KIR","Kiribati","ODA Grants",2020,59.311482,61.630355
"KIR","Kiribati","ODA Grants",2021,74.690502,73.342839
"KIR","Kiribati","ODA Grants",2022,92.510979,94.964992
"KIR","Kiribati","ODA Grants",2023,100.456608,100.456608
"KIR","Kiribati","ODA Loans",1999,0,0
"KIR","Kiribati","ODA Loans",2005,0.49714100000000006,0.607187
"KIR","Kiribati","ODA Loans",2006,0.627589,0.744121
"KIR","Kiribati","ODA Loans",2007,0,0
"KIR","Kiribati","ODA Loans",2010,0,0
"KIR","Kiribati","ODA Loans",2011,0.760535,0.783536
"KIR","Kiribati","ODA Loans",2012,0.145945,0.153962
"KIR","Kiribati","ODA Loans",2013,3.042,3.166491
"KIR","Kiribati","ODA Loans",2014,4.259707,4.433986
"KIR","Kiribati","ODA Loans",2015,2.63748,3.0382170000000004
"KIR","Kiribati","ODA Loans",2016,11.390201000000001,13.255503000000001
"KIR","Kiribati","ODA Loans",2017,2.2054159999999996,2.513661
"KIR","Kiribati","ODA Loans",2018,1.38596,1.516101
"KIR","Kiribati","ODA Loans",2019,0.291671,0.324403
"KIR","Kiribati","ODA Loans",2020,0,0
"KIR","Kiribati","ODA Loans",2021,0,0
"KIR","Kiribati","ODA Loans",2022,0,0
"KIR","Kiribati","ODA Loans",2023,0,0
"KIR","Kiribati","Other Official Flows (non Export Credit)",2006,0.48984,0.705824
"KIR","Kiribati","Other Official Flows (non Export Credit)",2007,0.396973,0.492945
"KIR","Kiribati","Other Official Flows (non Export Credit)",2008,0.473624,0.560659
"KIR","Kiribati","Other Official Flows (non Export Credit)",2009,0.283073,0.35293
"KIR","Kiribati","Other Official Flows (non Export Credit)",2010,0.569229,0.573147
"KIR","Kiribati","Other Official Flows (non Export Credit)",2011,0.902017,0.771012
"KIR","Kiribati","Other Official Flows (non Export Credit)",2012,0.835901,0.717142
"KIR","Kiribati","Other Official Flows (non Export Credit)",2013,0.598861,0.544151
"KIR","Kiribati","Private Development Finance",2022,0.1,0.103598
"KNA","Saint Kitts and Nevis","Equity Investment",2011,0,0
"KNA","Saint Kitts and Nevis","Equity Investment",2012,0,0
"KNA","Saint Kitts and Nevis","ODA Grants",1992,0.482256,0.845856
"KNA","Saint Kitts and Nevis","ODA Grants",1993,0.172841,0.319426
"KNA","Saint Kitts and Nevis","ODA Grants",1994,0.21768900000000002,0.328176
"KNA","Saint Kitts and Nevis","ODA Grants",1995,1.414905,1.880652
"KNA","Saint Kitts and Nevis","ODA Grants",1996,0.36327499999999996,0.504013
"KNA","Saint Kitts and Nevis","ODA Grants",1997,0.086129,0.134137
"KNA","Saint Kitts and Nevis","ODA Grants",1998,0.595616,0.837922
"KNA","Saint Kitts and Nevis","ODA Grants",1999,0.46508299999999997,0.650467
"KNA","Saint Kitts and Nevis","ODA Grants",2000,0.796241,1.463432
"KNA","Saint Kitts and Nevis","ODA Grants",2001,4.448613,6.799769
"KNA","Saint Kitts and Nevis","ODA Grants",2002,7.625077999999999,7.827815999999999
"KNA","Saint Kitts and Nevis","ODA Grants",2003,0.184977,0.247445
"KNA","Saint Kitts and Nevis","ODA Grants",2004,0.546368,0.49085100000000004
"KNA","Saint Kitts and Nevis","ODA Grants",2005,1.259029,1.2303389999999998
"KNA","Saint Kitts and Nevis","ODA Grants",2006,4.761188,4.216845
"KNA","Saint Kitts and Nevis","ODA Grants",2007,1.9076520000000001,1.851745
"KNA","Saint Kitts and Nevis","ODA Grants",2008,44.075868,42.538991
"KNA","Saint Kitts and Nevis","ODA Grants",2009,5.100662,5.57633
"KNA","Saint Kitts and Nevis","ODA Grants",2010,9.733702000000001,10.000015
"KNA","Saint Kitts and Nevis","ODA Grants",2011,19.226523,18.718799
"KNA","Saint Kitts and Nevis","ODA Grants",2012,24.334599,25.696067
"KNA","Saint Kitts and Nevis","ODA Grants",2013,16.014039,16.233283
"KNA","Saint Kitts and Nevis","ODA Loans",1992,0.040999999999999995,0.079947
"KNA","Saint Kitts and Nevis","ODA Loans",1993,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",1994,0.165883,0.233876
"KNA","Saint Kitts and Nevis","ODA Loans",1995,0.040074,0.050211
"KNA","Saint Kitts and Nevis","ODA Loans",1996,0.028,0.035496
"KNA","Saint Kitts and Nevis","ODA Loans",1997,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",1998,0.023,0.033029
"KNA","Saint Kitts and Nevis","ODA Loans",1999,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2000,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2001,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2002,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2003,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2004,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2005,0.140442,0.17153
"KNA","Saint Kitts and Nevis","ODA Loans",2006,2.090421,2.478576
"KNA","Saint Kitts and Nevis","ODA Loans",2007,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2008,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2009,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2010,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2011,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2012,0,0
"KNA","Saint Kitts and Nevis","ODA Loans",2013,0,0
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",1995,0,0
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",1998,0,0
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2000,1.049971,1.5762580000000002
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2001,2.1359339999999998,3.4033059999999997
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2002,2.1946179999999997,3.3845140000000002
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2003,3.803858,5.220187
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2004,2.050468,2.605109
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2005,0.791612,0.977886
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2006,1.4455069999999999,1.729286
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2007,2.36038,2.629165
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2008,2.573992,2.7391970000000003
"KNA","Saint Kitts and Nevis","Other Official Flows (non Export Credit)",2009,1.6569809999999998,1.827863
